steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
97507	6439	926.5156571865082	88.515	95.0	108.7891777752044	271.0	-114.0	1.3855950720140564	1.5567323391063277
98509	6533	931.5605664253235	109.145	135.5	105.52964752872857	264.0	-134.0	1.3927544299435852	1.4675207060964015
99513	6608	939.4710266590118	96.25	119.0	107.9775590867457	271.0	-120.0	1.3735119821670578	1.432312709632662
99000	6573	940.0083253383636	87.69	99.5	108.25010079259992	284.0	-132.0	1.3453998313883246	1.4379977209793637
100005	6641	946.5958466529846	80.855	99.5	116.95016322516169	285.0	-134.0	1.3123679646002402	1.4619741311759367
100500	6682	949.6813616752625	100.985	130.0	113.48687646883788	282.0	-126.0	1.290036608169367	1.5324868485106247
101003	6717	954.1048917770386	87.9	101.5	115.15565170934084	279.0	-128.0	1.2930046026709663	1.5441003361417365
101513	6758	956.5635232925415	88.16	104.5	119.51747375452393	281.0	-132.0	1.3050190836384667	1.5025715289008335
102015	6786	963.8235325813293	93.215	124.5	113.8090120823293	276.0	-126.0	1.3282578310537188	1.518356250673465
102509	6824	968.1617023944855	97.855	110.0	112.47960831382798	281.0	-126.0	1.2562828677982465	1.533591878737696
103011	6863	975.0075442790985	97.45	111.0	111.10765977330954	282.0	-130.0	1.3648179797228426	1.4134627713447372
103514	6915	984.4391913414001	82.67	92.5	112.47271517257622	279.0	-130.0	1.395862158732451	1.4604547859485462
104009	6956	986.329692363739	104.845	125.0	113.96067811214049	285.0	-130.0	1.3092877557731122	1.4769795390235227
104518	6998	993.4393248558044	85.44	98.0	115.16693760618948	285.0	-126.0	1.3641601542017818	1.508906360184299
105009	7027	996.9215567111969	90.235	108.5	112.05315400116162	277.0	-124.0	1.3362873218076536	1.4191982359474706
105525	7055	1001.8523137569427	90.065	121.0	115.12733075352769	268.0	-134.0	1.2766064571965998	1.445640927318413
106007	7093	1004.2530665397644	91.755	114.5	117.22205434612391	276.0	-130.0	1.2503895407050185	1.4770881468511623
106501	7126	1006.4388098716736	82.755	95.0	111.51773852183842	278.0	-136.0	1.2450991041939123	1.4799388764311066
107017	7168	1015.6239142417908	93.065	111.5	114.56323340075637	281.0	-134.0	1.2916980464354226	1.453239206095922
107502	7202	1019.244758605957	84.825	104.0	114.54258769988098	278.0	-132.0	1.3006106162485722	1.4871863404035848
108012	7231	1021.9143183231354	92.775	109.0	112.73308350070927	279.0	-132.0	1.224326515081338	1.511255806808044
108508	7270	1030.0104794502258	81.515	96.5	114.9497149183024	284.0	-132.0	1.3505540947362193	1.39732299240651
109006	7313	1035.5597486495972	99.11	130.5	109.52004887475005	280.0	-128.0	1.3860090447619822	1.4654451704646854
